ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
5793;T001038;41700;2023W149;450
5794;T001038;41700;2023W150;472
5795;T001038;41700;2023W151;427
5796;T001038;41700;2023W152;428
5797;T001038;41700;2023JJ00;21344
5798;T001038;41700;2024W101;444
5799;T001038;41700;2024W102;430
5800;T001038;41700;2024W103;426
5801;T001038;41700;2024W104;455
5802;T001038;41700;2024W105;410
5803;T001038;41700;2024W106;448
5804;T001038;41700;2024W107;423
5805;T001038;41700;2024W108;406
5806;T001038;41700;2024W109;413
5807;T001038;41700;2024W110;422
5808;T001038;41700;2024W111;420
5809;T001038;41700;2024W112;400
5810;T001038;41700;2024W113;415
5811;T001038;41700;2024W114;386
5812;T001038;41700;2024W115;449
5813;T001038;41700;2024W116;416
5814;T001038;41700;2024W117;410
5815;T001038;41700;2024W118;417
5816;T001038;41700;2024W119;368
5817;T001038;41700;2024W120;365
5818;T001038;41700;2024W121;376
5819;T001038;41700;2024W122;383
5820;T001038;41700;2024W123;370
5821;T001038;41700;2024W124;390
5822;T001038;41700;2024W125;388
5823;T001038;41700;2024W126;346
5824;T001038;41700;2024W127;377
5825;T001038;41700;2024W128;438
5826;T001038;41700;2024W129;378
5827;T001038;41700;2024W130;395
5828;T001038;41700;2024W131;421
5829;T001038;41700;2024W132;412
5830;T001038;41700;2024W133;386
5831;T001038;41700;2024W134;367
5832;T001038;41700;2024W135;423
5833;T001038;41700;2024W136;409
5834;T001038;41700;2024W137;383
5835;T001038;41700;2024W138;363
5836;T001038;41700;2024W139;380
5837;T001038;41700;2024W140;386
5838;T001038;41700;2024W141;424
5839;T001038;41700;2024W142;382
5840;T001038;41700;2024W143;391
5841;T001038;41700;2024W144;407
5842;T001038;41700;2024W145;416
5843;T001038;41700;2024W146;399
5844;T001038;41700;2024W147;409
5845;T001038;41700;2024W148;445
5846;T001038;41700;2024W149;424
5847;T001038;41700;2024W150;430
5848;T001038;41700;2024W151;416
5849;T001038;41700;2024W152;413
5850;T001038;41700;2024W153;125
5851;T001038;41700;2024JJ00;21175
5852;T001038;41700;2025W101;296
5853;T001038;41700;2025W102;423
5854;T001038;41700;2025W103;394
5855;T001038;41700;2025W104;482
5856;T001038;41700;2025W105;468
5857;T001038;41700;2025W106;448
5858;T001038;41700;2025W107;396
5859;T001038;41700;2025W108;435
5860;T001038;41700;2025W109;434
5861;T001038;41700;2025W110;368
5862;T001038;41700;2025W111;422
5863;T001038;41700;2025W112;393
5864;T001038;41700;2025W113;405
5865;T001038;41700;2025W114;398
5866;T001038;41700;2025W115;321
5867;T001038;41700;2025W116;342
5868;T001038;53950;1971X000;434
5869;T001038;53950;1971W101;974
5870;T001038;53950;1971W102;935
5871;T001038;53950;1971W103;893
5872;T001038;53950;1971W104;848
5873;T001038;53950;1971W105;821
5874;T001038;53950;1971W106;813
5875;T001038;53950;1971W107;864
5876;T001038;53950;1971W108;824
5877;T001038;53950;1971W109;891
5878;T001038;53950;1971W110;900
5879;T001038;53950;1971W111;919
5880;T001038;53950;1971W112;838
5881;T001038;53950;1971W113;858
5882;T001038;53950;1971W114;844
5883;T001038;53950;1971W115;889
5884;T001038;53950;1971W116;807
5885;T001038;53950;1971W117;882
5886;T001038;53950;1971W118;857
5887;T001038;53950;1971W119;875
5888;T001038;53950;1971W120;750
5889;T001038;53950;1971W121;767
5890;T001038;53950;1971W122;858
5891;T001038;53950;1971W123;811
5892;T001038;53950;1971W124;819
5893;T001038;53950;1971W125;810
5894;T001038;53950;1971W126;793
5895;T001038;53950;1971W127;903
5896;T001038;53950;1971W128;776
5897;T001038;53950;1971W129;760
5898;T001038;53950;1971W130;817
5899;T001038;53950;1971W131;748
5900;T001038;53950;1971W132;779
5901;T001038;53950;1971W133;786
5902;T001038;53950;1971W134;701
5903;T001038;53950;1971W135;801
5904;T001038;53950;1971W136;774
5905;T001038;53950;1971W137;818
5906;T001038;53950;1971W138;838
5907;T001038;53950;1971W139;780
5908;T001038;53950;1971W140;853
5909;T001038;53950;1971W141;802
5910;T001038;53950;1971W142;932
5911;T001038;53950;1971W143;853
5912;T001038;53950;1971W144;849
5913;T001038;53950;1971W145;881
5914;T001038;53950;1971W146;848
5915;T001038;53950;1971W147;897
5916;T001038;53950;1971W148;916
5917;T001038;53950;1971W149;864
5918;T001038;53950;1971W150;894
5919;T001038;53950;1971W151;1038
5920;T001038;53950;1971W152;709
5921;T001038;53950;1971JJ00;44191
5922;T001038;53950;1972X000;308
5923;T001038;53950;1972W101;1028
5924;T001038;53950;1972W102;962
5925;T001038;53950;1972W103;1044
5926;T001038;53950;1972W104;1017
5927;T001038;53950;1972W105;1018
5928;T001038;53950;1972W106;965
5929;T001038;53950;1972W107;885
5930;T001038;53950;1972W108;884
5931;T001038;53950;1972W109;923
5932;T001038;53950;1972W110;893
5933;T001038;53950;1972W111;870
5934;T001038;53950;1972W112;900
5935;T001038;53950;1972W113;837
5936;T001038;53950;1972W114;862
5937;T001038;53950;1972W115;853
5938;T001038;53950;1972W116;772
5939;T001038;53950;1972W117;801
5940;T001038;53950;1972W118;807
5941;T001038;53950;1972W119;818
5942;T001038;53950;1972W120;881
5943;T001038;53950;1972W121;832
5944;T001038;53950;1972W122;864
5945;T001038;53950;1972W123;838
5946;T001038;53950;1972W124;816
5947;T001038;53950;1972W125;786
5948;T001038;53950;1972W126;872
5949;T001038;53950;1972W127;782
5950;T001038;53950;1972W128;829
5951;T001038;53950;1972W129;1007
5952;T001038;53950;1972W130;795
5953;T001038;53950;1972W131;769
5954;T001038;53950;1972W132;827
5955;T001038;53950;1972W133;791
5956;T001038;53950;1972W134;777
5957;T001038;53950;1972W135;824
5958;T001038;53950;1972W136;825
5959;T001038;53950;1972W137;835
5960;T001038;53950;1972W138;829
5961;T001038;53950;1972W139;818
5962;T001038;53950;1972W140;902
5963;T001038;53950;1972W141;857
5964;T001038;53950;1972W142;834
5965;T001038;53950;1972W143;919
5966;T001038;53950;1972W144;809
5967;T001038;53950;1972W145;819
5968;T001038;53950;1972W146;885
5969;T001038;53950;1972W147;857
5970;T001038;53950;1972W148;940
5971;T001038;53950;1972W149;969
5972;T001038;53950;1972W150;941
5973;T001038;53950;1972W151;943
5974;T001038;53950;1972W152;1101
5975;T001038;53950;1972JJ00;45820
5976;T001038;53950;1973W101;1283
5977;T001038;53950;1973W102;1176
5978;T001038;53950;1973W103;1027
5979;T001038;53950;1973W104;906
5980;T001038;53950;1973W105;875
5981;T001038;53950;1973W106;887
5982;T001038;53950;1973W107;880
5983;T001038;53950;1973W108;798
5984;T001038;53950;1973W109;867
5985;T001038;53950;1973W110;808
5986;T001038;53950;1973W111;870
5987;T001038;53950;1973W112;893
5988;T001038;53950;1973W113;796
5989;T001038;53950;1973W114;806
5990;T001038;53950;1973W115;817
5991;T001038;53950;1973W116;792
5992;T001038;53950;1973W117;830
5993;T001038;53950;1973W118;821
5994;T001038;53950;1973W119;808
5995;T001038;53950;1973W120;784
5996;T001038;53950;1973W121;838
5997;T001038;53950;1973W122;819
5998;T001038;53950;1973W123;784
5999;T001038;53950;1973W124;808
6000;T001038;53950;1973W125;804
6001;T001038;53950;1973W126;845
6002;T001038;53950;1973W127;815
6003;T001038;53950;1973W128;809
6004;T001038;53950;1973W129;771
6005;T001038;53950;1973W130;807
6006;T001038;53950;1973W131;840
6007;T001038;53950;1973W132;760
6008;T001038;53950;1973W133;867
6009;T001038;53950;1973W134;769
6010;T001038;53950;1973W135;787
6011;T001038;53950;1973W136;810
6012;T001038;53950;1973W137;766
6013;T001038;53950;1973W138;807
6014;T001038;53950;1973W139;792
6015;T001038;53950;1973W140;835
6016;T001038;53950;1973W141;848
6017;T001038;53950;1973W142;868
6018;T001038;53950;1973W143;888
6019;T001038;53950;1973W144;840
6020;T001038;53950;1973W145;843
6021;T001038;53950;1973W146;813
6022;T001038;53950;1973W147;811
6023;T001038;53950;1973W148;884
6024;T001038;53950;1973W149;889
6025;T001038;53950;1973W150;855
6026;T001038;53950;1973W151;942
6027;T001038;53950;1973W152;880
6028;T001038;53950;1973W153;141
6029;T001038;53950;1973JJ00;44359
6030;T001038;53950;1974W101;800
6031;T001038;53950;1974W102;902
6032;T001038;53950;1974W103;873
6033;T001038;53950;1974W104;884
6034;T001038;53950;1974W105;884
6035;T001038;53950;1974W106;901
6036;T001038;53950;1974W107;877
6037;T001038;53950;1974W108;798
6038;T001038;53950;1974W109;900
6039;T001038;53950;1974W110;889
6040;T001038;53950;1974W111;912
6041;T001038;53950;1974W112;833
6042;T001038;53950;1974W113;852
6043;T001038;53950;1974W114;819
6044;T001038;53950;1974W115;836
6045;T001038;53950;1974W116;823
6046;T001038;53950;1974W117;819
6047;T001038;53950;1974W118;843
6048;T001038;53950;1974W119;791
6049;T001038;53950;1974W120;805
6050;T001038;53950;1974W121;862
6051;T001038;53950;1974W122;846
6052;T001038;53950;1974W123;854
6053;T001038;53950;1974W124;850
6054;T001038;53950;1974W125;797
6055;T001038;53950;1974W126;742
6056;T001038;53950;1974W127;797
6057;T001038;53950;1974W128;761
6058;T001038;53950;1974W129;781
6059;T001038;53950;1974W130;765
6060;T001038;53950;1974W131;810
6061;T001038;53950;1974W132;797
6062;T001038;53950;1974W133;852
6063;T001038;53950;1974W134;827
6064;T001038;53950;1974W135;792
6065;T001038;53950;1974W136;722
6066;T001038;53950;1974W137;897
6067;T001038;53950;1974W138;838
6068;T001038;53950;1974W139;921
6069;T001038;53950;1974W140;878
6070;T001038;53950;1974W141;902
6071;T001038;53950;1974W142;819
6072;T001038;53950;1974W143;885
6073;T001038;53950;1974W144;897
6074;T001038;53950;1974W145;895
6075;T001038;53950;1974W146;856
6076;T001038;53950;1974W147;882
6077;T001038;53950;1974W148;883
6078;T001038;53950;1974W149;851
6079;T001038;53950;1974W150;865
6080;T001038;53950;1974W151;865
6081;T001038;53950;1974W152;952
6082;T001038;53950;1974W153;272
6083;T001038;53950;1974JJ00;44254
6084;T001038;53950;1975W101;673
6085;T001038;53950;1975W102;936
6086;T001038;53950;1975W103;988
6087;T001038;53950;1975W104;951
6088;T001038;53950;1975W105;954
6089;T001038;53950;1975W106;1000
6090;T001038;53950;1975W107;971
6091;T001038;53950;1975W108;973
6092;T001038;53950;1975W109;907
6093;T001038;53950;1975W110;860
6094;T001038;53950;1975W111;904
6095;T001038;53950;1975W112;873
6096;T001038;53950;1975W113;868
6097;T001038;53950;1975W114;903
6098;T001038;53950;1975W115;848
6099;T001038;53950;1975W116;823
6100;T001038;53950;1975W117;863
6101;T001038;53950;1975W118;807
6102;T001038;53950;1975W119;853
6103;T001038;53950;1975W120;848
6104;T001038;53950;1975W121;843
6105;T001038;53950;1975W122;886
6106;T001038;53950;1975W123;863
6107;T001038;53950;1975W124;928
6108;T001038;53950;1975W125;883
6109;T001038;53950;1975W126;776
6110;T001038;53950;1975W127;786
6111;T001038;53950;1975W128;840
6112;T001038;53950;1975W129;815
6113;T001038;53950;1975W130;772
6114;T001038;53950;1975W131;792
6115;T001038;53950;1975W132;1143
6116;T001038;53950;1975W133;923
6117;T001038;53950;1975W134;827
6118;T001038;53950;1975W135;835
6119;T001038;53950;1975W136;816
6120;T001038;53950;1975W137;809
6121;T001038;53950;1975W138;815
6122;T001038;53950;1975W139;827
6123;T001038;53950;1975W140;850
6124;T001038;53950;1975W141;875
6125;T001038;53950;1975W142;866
6126;T001038;53950;1975W143;950
6127;T001038;53950;1975W144;904
6128;T001038;53950;1975W145;881
6129;T001038;53950;1975W146;869
6130;T001038;53950;1975W147;889
6131;T001038;53950;1975W148;929
6132;T001038;53950;1975W149;862
6133;T001038;53950;1975W150;856
6134;T001038;53950;1975W151;918
6135;T001038;53950;1975W152;910
6136;T001038;53950;1975W153;421
6137;T001038;53950;1975JJ00;45962
6138;T001038;53950;1976W101;465
6139;T001038;53950;1976W102;869
6140;T001038;53950;1976W103;885
6141;T001038;53950;1976W104;805
6142;T001038;53950;1976W105;896
6143;T001038;53950;1976W106;958
6144;T001038;53950;1976W107;922
6145;T001038;53950;1976W108;1002
6146;T001038;53950;1976W109;909
6147;T001038;53950;1976W110;882
6148;T001038;53950;1976W111;956
6149;T001038;53950;1976W112;1084
6150;T001038;53950;1976W113;1203
6151;T001038;53950;1976W114;1114
6152;T001038;53950;1976W115;992
6153;T001038;53950;1976W116;902
6154;T001038;53950;1976W117;927
6155;T001038;53950;1976W118;823
6156;T001038;53950;1976W119;904
6157;T001038;53950;1976W120;840
6158;T001038;53950;1976W121;798
6159;T001038;53950;1976W122;833
6160;T001038;53950;1976W123;823
6161;T001038;53950;1976W124;897
6162;T001038;53950;1976W125;808
6163;T001038;53950;1976W126;977
6164;T001038;53950;1976W127;1036
6165;T001038;53950;1976W128;999
6166;T001038;53950;1976W129;819
6167;T001038;53950;1976W130;745
6168;T001038;53950;1976W131;758
6169;T001038;53950;1976W132;773
6170;T001038;53950;1976W133;846
6171;T001038;53950;1976W134;788
6172;T001038;53950;1976W135;853
6173;T001038;53950;1976W136;722
6174;T001038;53950;1976W137;791
6175;T001038;53950;1976W138;803
6176;T001038;53950;1976W139;800
6177;T001038;53950;1976W140;866
6178;T001038;53950;1976W141;838
6179;T001038;53950;1976W142;808
6180;T001038;53950;1976W143;882
6181;T001038;53950;1976W144;869
6182;T001038;53950;1976W145;867
6183;T001038;53950;1976W146;890
6184;T001038;53950;1976W147;836
6185;T001038;53950;1976W148;876
6186;T001038;53950;1976W149;913
6187;T001038;53950;1976W150;939
6188;T001038;53950;1976W151;900
6189;T001038;53950;1976W152;898
6190;T001038;53950;1976W153;695
6191;T001038;53950;1976JJ00;46284
6192;T001038;53950;1977X000;261
6193;T001038;53950;1977W101;911
6194;T001038;53950;1977W102;885
6195;T001038;53950;1977W103;862
6196;T001038;53950;1977W104;835
6197;T001038;53950;1977W105;887
6198;T001038;53950;1977W106;898
6199;T001038;53950;1977W107;829
6200;T001038;53950;1977W108;853
6201;T001038;53950;1977W109;918
6202;T001038;53950;1977W110;849
6203;T001038;53950;1977W111;906
6204;T001038;53950;1977W112;808
6205;T001038;53950;1977W113;922
6206;T001038;53950;1977W114;894
6207;T001038;53950;1977W115;909
6208;T001038;53950;1977W116;911
6209;T001038;53950;1977W117;836
6210;T001038;53950;1977W118;828
6211;T001038;53950;1977W119;868
6212;T001038;53950;1977W120;841
6213;T001038;53950;1977W121;856
6214;T001038;53950;1977W122;831
6215;T001038;53950;1977W123;844
6216;T001038;53950;1977W124;871
6217;T001038;53950;1977W125;804
6218;T001038;53950;1977W126;810
6219;T001038;53950;1977W127;869
6220;T001038;53950;1977W128;763
6221;T001038;53950;1977W129;783
6222;T001038;53950;1977W130;770
6223;T001038;53950;1977W131;809
6224;T001038;53950;1977W132;822
6225;T001038;53950;1977W133;790
6226;T001038;53950;1977W134;809
6227;T001038;53950;1977W135;830
6228;T001038;53950;1977W136;777
6229;T001038;53950;1977W137;805
6230;T001038;53950;1977W138;862
6231;T001038;53950;1977W139;836
6232;T001038;53950;1977W140;878
6233;T001038;53950;1977W141;886
6234;T001038;53950;1977W142;821
6235;T001038;53950;1977W143;808
6236;T001038;53950;1977W144;897
6237;T001038;53950;1977W145;850
6238;T001038;53950;1977W146;892
6239;T001038;53950;1977W147;971
6240;T001038;53950;1977W148;946
6241;T001038;53950;1977W149;919
6242;T001038;53950;1977W150;922
6243;T001038;53950;1977W151;912
6244;T001038;53950;1977W152;757
6245;T001038;53950;1977JJ00;44711
6246;T001038;53950;1978X000;132
6247;T001038;53950;1978W101;901
6248;T001038;53950;1978W102;900
6249;T001038;53950;1978W103;935
6250;T001038;53950;1978W104;963
6251;T001038;53950;1978W105;1004
6252;T001038;53950;1978W106;1055
6253;T001038;53950;1978W107;1150
6254;T001038;53950;1978W108;1188
6255;T001038;53950;1978W109;948
6256;T001038;53950;1978W110;909
6257;T001038;53950;1978W111;860
6258;T001038;53950;1978W112;889
6259;T001038;53950;1978W113;853
6260;T001038;53950;1978W114;848
6261;T001038;53950;1978W115;835
6262;T001038;53950;1978W116;877
6263;T001038;53950;1978W117;866
6264;T001038;53950;1978W118;849
6265;T001038;53950;1978W119;836
6266;T001038;53950;1978W120;834
6267;T001038;53950;1978W121;810
6268;T001038;53950;1978W122;905
6269;T001038;53950;1978W123;779
6270;T001038;53950;1978W124;850
6271;T001038;53950;1978W125;844
6272;T001038;53950;1978W126;805
6273;T001038;53950;1978W127;778
6274;T001038;53950;1978W128;826
6275;T001038;53950;1978W129;775
6276;T001038;53950;1978W130;862
6277;T001038;53950;1978W131;829
6278;T001038;53950;1978W132;769
6279;T001038;53950;1978W133;816
6280;T001038;53950;1978W134;826
6281;T001038;53950;1978W135;775
6282;T001038;53950;1978W136;827
6283;T001038;53950;1978W137;844
6284;T001038;53950;1978W138;887
6285;T001038;53950;1978W139;840
6286;T001038;53950;1978W140;848
6287;T001038;53950;1978W141;873
6288;T001038;53950;1978W142;838
6289;T001038;53950;1978W143;851
6290;T001038;53950;1978W144;839
6291;T001038;53950;1978W145;888
6292;T001038;53950;1978W146;886
6293;T001038;53950;1978W147;892
6294;T001038;53950;1978W148;912
6295;T001038;53950;1978W149;938
6296;T001038;53950;1978W150;902
6297;T001038;53950;1978W151;971
6298;T001038;53950;1978W152;988
6299;T001038;53950;1978JJ00;45905
6300;T001038;53950;1979W101;950
6301;T001038;53950;1979W102;873
6302;T001038;53950;1979W103;879
6303;T001038;53950;1979W104;895
6304;T001038;53950;1979W105;910
6305;T001038;53950;1979W106;853
6306;T001038;53950;1979W107;897
6307;T001038;53950;1979W108;855
6308;T001038;53950;1979W109;934
6309;T001038;53950;1979W110;906
6310;T001038;53950;1979W111;914
6311;T001038;53950;1979W112;858
6312;T001038;53950;1979W113;830
6313;T001038;53950;1979W114;918
6314;T001038;53950;1979W115;909
6315;T001038;53950;1979W116;876
6316;T001038;53950;1979W117;813
6317;T001038;53950;1979W118;830
6318;T001038;53950;1979W119;837
6319;T001038;53950;1979W120;931
6320;T001038;53950;1979W121;877
6321;T001038;53950;1979W122;846
6322;T001038;53950;1979W123;856
6323;T001038;53950;1979W124;787
6324;T001038;53950;1979W125;887
6325;T001038;53950;1979W126;850
6326;T001038;53950;1979W127;771
6327;T001038;53950;1979W128;833
6328;T001038;53950;1979W129;784
6329;T001038;53950;1979W130;840
6330;T001038;53950;1979W131;833
6331;T001038;53950;1979W132;793
6332;T001038;53950;1979W133;802
6333;T001038;53950;1979W134;807
6334;T001038;53950;1979W135;854
6335;T001038;53950;1979W136;887
6336;T001038;53950;1979W137;841
6337;T001038;53950;1979W138;858
6338;T001038;53950;1979W139;865
6339;T001038;53950;1979W140;865
6340;T001038;53950;1979W141;891
6341;T001038;53950;1979W142;834
6342;T001038;53950;1979W143;864
6343;T001038;53950;1979W144;890
6344;T001038;53950;1979W145;936
6345;T001038;53950;1979W146;908
6346;T001038;53950;1979W147;946
6347;T001038;53950;1979W148;918
6348;T001038;53950;1979W149;870
6349;T001038;53950;1979W150;938
6350;T001038;53950;1979W151;966
6351;T001038;53950;1979W152;927
6352;T001038;53950;1979W153;139
6353;T001038;53950;1979JJ00;45431
6354;T001038;53950;1980W101;826
6355;T001038;53950;1980W102;908
6356;T001038;53950;1980W103;984
6357;T001038;53950;1980W104;1007
6358;T001038;53950;1980W105;923
6359;T001038;53950;1980W106;849
6360;T001038;53950;1980W107;884
6361;T001038;53950;1980W108;870
6362;T001038;53950;1980W109;894
6363;T001038;53950;1980W110;933
6364;T001038;53950;1980W111;927
6365;T001038;53950;1980W112;847
6366;T001038;53950;1980W113;863
6367;T001038;53950;1980W114;852
6368;T001038;53950;1980W115;866
6369;T001038;53950;1980W116;864
6370;T001038;53950;1980W117;884
6371;T001038;53950;1980W118;833
6372;T001038;53950;1980W119;893
6373;T001038;53950;1980W120;902
6374;T001038;53950;1980W121;878
6375;T001038;53950;1980W122;876
6376;T001038;53950;1980W123;870
6377;T001038;53950;1980W124;892
6378;T001038;53950;1980W125;762
6379;T001038;53950;1980W126;810
6380;T001038;53950;1980W127;839
6381;T001038;53950;1980W128;776
6382;T001038;53950;1980W129;797
6383;T001038;53950;1980W130;948
6384;T001038;53950;1980W131;886
6385;T001038;53950;1980W132;769
6386;T001038;53950;1980W133;823
6387;T001038;53950;1980W134;753
6388;T001038;53950;1980W135;816
6389;T001038;53950;1980W136;840
6390;T001038;53950;1980W137;818
6391;T001038;53950;1980W138;908
6392;T001038;53950;1980W139;787
6393;T001038;53950;1980W140;804
6394;T001038;53950;1980W141;887
6395;T001038;53950;1980W142;898
6396;T001038;53950;1980W143;932
6397;T001038;53950;1980W144;863
6398;T001038;53950;1980W145;932
6399;T001038;53950;1980W146;915
6400;T001038;53950;1980W147;924
6401;T001038;53950;1980W148;823
6402;T001038;53950;1980W149;952
6403;T001038;53950;1980W150;896
6404;T001038;53950;1980W151;935
6405;T001038;53950;1980W152;954
6406;T001038;53950;1980W153;363
6407;T001038;53950;1980JJ00;45735
6408;T001038;53950;1981W101;531
6409;T001038;53950;1981W102;897
6410;T001038;53950;1981W103;927
6411;T001038;53950;1981W104;901
6412;T001038;53950;1981W105;893
6413;T001038;53950;1981W106;863
6414;T001038;53950;1981W107;910
6415;T001038;53950;1981W108;928
6416;T001038;53950;1981W109;948
6417;T001038;53950;1981W110;910
6418;T001038;53950;1981W111;912
6419;T001038;53950;1981W112;861
6420;T001038;53950;1981W113;925
6421;T001038;53950;1981W114;865
6422;T001038;53950;1981W115;904
6423;T001038;53950;1981W116;872
6424;T001038;53950;1981W117;918
6425;T001038;53950;1981W118;822
6426;T001038;53950;1981W119;966
6427;T001038;53950;1981W120;842
6428;T001038;53950;1981W121;863
6429;T001038;53950;1981W122;855
6430;T001038;53950;1981W123;892
6431;T001038;53950;1981W124;811
6432;T001038;53950;1981W125;845
6433;T001038;53950;1981W126;905
6434;T001038;53950;1981W127;776
6435;T001038;53950;1981W128;933
6436;T001038;53950;1981W129;792
6437;T001038;53950;1981W130;766
6438;T001038;53950;1981W131;782
6439;T001038;53950;1981W132;941
6440;T001038;53950;1981W133;841
6441;T001038;53950;1981W134;763
6442;T001038;53950;1981W135;807
6443;T001038;53950;1981W136;829
6444;T001038;53950;1981W137;869
6445;T001038;53950;1981W138;823
6446;T001038;53950;1981W139;842
6447;T001038;53950;1981W140;899
6448;T001038;53950;1981W141;839
6449;T001038;53950;1981W142;840
6450;T001038;53950;1981W143;931
6451;T001038;53950;1981W144;944
6452;T001038;53950;1981W145;847
6453;T001038;53950;1981W146;857
6454;T001038;53950;1981W147;849
6455;T001038;53950;1981W148;914
6456;T001038;53950;1981W149;855
6457;T001038;53950;1981W150;996
6458;T001038;53950;1981W151;998
6459;T001038;53950;1981W152;1019
6460;T001038;53950;1981W153;576
6461;T001038;53950;1981JJ00;45894
6462;T001038;53950;1982X000;394
6463;T001038;53950;1982W101;941
6464;T001038;53950;1982W102;898
6465;T001038;53950;1982W103;910
6466;T001038;53950;1982W104;890
6467;T001038;53950;1982W105;869
6468;T001038;53950;1982W106;881
6469;T001038;53950;1982W107;797
6470;T001038;53950;1982W108;891
6471;T001038;53950;1982W109;966
6472;T001038;53950;1982W110;909
6473;T001038;53950;1982W111;885
6474;T001038;53950;1982W112;890
6475;T001038;53950;1982W113;918
6476;T001038;53950;1982W114;845
6477;T001038;53950;1982W115;870
6478;T001038;53950;1982W116;895
6479;T001038;53950;1982W117;924
6480;T001038;53950;1982W118;831
6481;T001038;53950;1982W119;874
6482;T001038;53950;1982W120;871
6483;T001038;53950;1982W121;748
6484;T001038;53950;1982W122;1007
6485;T001038;53950;1982W123;879
6486;T001038;53950;1982W124;829
6487;T001038;53950;1982W125;829
6488;T001038;53950;1982W126;870
6489;T001038;53950;1982W127;869
6490;T001038;53950;1982W128;917
6491;T001038;53950;1982W129;821
6492;T001038;53950;1982W130;865
6493;T001038;53950;1982W131;908
6494;T001038;53950;1982W132;786
6495;T001038;53950;1982W133;765
6496;T001038;53950;1982W134;761
6497;T001038;53950;1982W135;841
6498;T001038;53950;1982W136;829
6499;T001038;53950;1982W137;846
6500;T001038;53950;1982W138;826
6501;T001038;53950;1982W139;746
6502;T001038;53950;1982W140;836
6503;T001038;53950;1982W141;822
6504;T001038;53950;1982W142;845
6505;T001038;53950;1982W143;839
6506;T001038;53950;1982W144;859
6507;T001038;53950;1982W145;859
6508;T001038;53950;1982W146;874
6509;T001038;53950;1982W147;904
6510;T001038;53950;1982W148;930
6511;T001038;53950;1982W149;972
6512;T001038;53950;1982W150;981
6513;T001038;53950;1982W151;1094
6514;T001038;53950;1982W152;759
6515;T001038;53950;1982JJ00;45665
6516;T001038;53950;1983X000;281
6517;T001038;53950;1983W101;955
6518;T001038;53950;1983W102;1012
6519;T001038;53950;1983W103;886
6520;T001038;53950;1983W104;851
6521;T001038;53950;1983W105;883
6522;T001038;53950;1983W106;898
6523;T001038;53950;1983W107;905
6524;T001038;53950;1983W108;944
6525;T001038;53950;1983W109;887
6526;T001038;53950;1983W110;907
6527;T001038;53950;1983W111;855
6528;T001038;53950;1983W112;854
6529;T001038;53950;1983W113;854
6530;T001038;53950;1983W114;866
6531;T001038;53950;1983W115;828
6532;T001038;53950;1983W116;869
6533;T001038;53950;1983W117;887
6534;T001038;53950;1983W118;838
6535;T001038;53950;1983W119;869
6536;T001038;53950;1983W120;894
6537;T001038;53950;1983W121;817
6538;T001038;53950;1983W122;895
6539;T001038;53950;1983W123;890
6540;T001038;53950;1983W124;839
6541;T001038;53950;1983W125;892
6542;T001038;53950;1983W126;815
6543;T001038;53950;1983W127;855
6544;T001038;53950;1983W128;899
6545;T001038;53950;1983W129;785
6546;T001038;53950;1983W130;764
6547;T001038;53950;1983W131;784
6548;T001038;53950;1983W132;792
6549;T001038;53950;1983W133;862
6550;T001038;53950;1983W134;823
6551;T001038;53950;1983W135;787
6552;T001038;53950;1983W136;801
6553;T001038;53950;1983W137;835
6554;T001038;53950;1983W138;803
6555;T001038;53950;1983W139;855
6556;T001038;53950;1983W140;853
6557;T001038;53950;1983W141;912
6558;T001038;53950;1983W142;873
6559;T001038;53950;1983W143;865
6560;T001038;53950;1983W144;906
6561;T001038;53950;1983W145;906
6562;T001038;53950;1983W146;907
6563;T001038;53950;1983W147;951
6564;T001038;53950;1983W148;844
6565;T001038;53950;1983W149;947
6566;T001038;53950;1983W150;959
6567;T001038;53950;1983W151;925
6568;T001038;53950;1983W152;764
6569;T001038;53950;1983JJ00;45428
6570;T001038;53950;1984X000;106
6571;T001038;53950;1984W101;862
6572;T001038;53950;1984W102;895
6573;T001038;53950;1984W103;880
6574;T001038;53950;1984W104;896
6575;T001038;53950;1984W105;868
6576;T001038;53950;1984W106;865
6577;T001038;53950;1984W107;831
6578;T001038;53950;1984W108;942
6579;T001038;53950;1984W109;972
6580;T001038;53950;1984W110;904
6581;T001038;53950;1984W111;912
6582;T001038;53950;1984W112;1027
6583;T001038;53950;1984W113;935
6584;T001038;53950;1984W114;925
6585;T001038;53950;1984W115;911
6586;T001038;53950;1984W116;885
6587;T001038;53950;1984W117;913
6588;T001038;53950;1984W118;916
6589;T001038;53950;1984W119;827
6590;T001038;53950;1984W120;899
6591;T001038;53950;1984W121;848
6592;T001038;53950;1984W122;835
6593;T001038;53950;1984W123;791
6594;T001038;53950;1984W124;896
6595;T001038;53950;1984W125;849
6596;T001038;53950;1984W126;841
6597;T001038;53950;1984W127;815
6598;T001038;53950;1984W128;849
6599;T001038;53950;1984W129;798
6600;T001038;53950;1984W130;777
6601;T001038;53950;1984W131;817
6602;T001038;53950;1984W132;747
6603;T001038;53950;1984W133;851
6604;T001038;53950;1984W134;853
6605;T001038;53950;1984W135;792
6606;T001038;53950;1984W136;831
6607;T001038;53950;1984W137;831
6608;T001038;53950;1984W138;816
6609;T001038;53950;1984W139;874
