ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
21362;3000;21700;1986W114;380
21363;3000;21700;1986W115;410
21364;3000;21700;1986W116;380
21365;3000;21700;1986W117;363
21366;3000;21700;1986W118;401
21367;3000;21700;1986W119;336
21368;3000;21700;1986W120;367
21369;3000;21700;1986W121;344
21370;3000;21700;1986W122;340
21371;3000;21700;1986W123;319
21372;3000;21700;1986W124;354
21373;3000;21700;1986W125;401
21374;3000;21700;1986W126;402
21375;3000;21700;1986W127;417
21376;3000;21700;1986W128;321
21377;3000;21700;1986W129;344
21378;3000;21700;1986W130;322
21379;3000;21700;1986W131;331
21380;3000;21700;1986W132;303
21381;3000;21700;1986W133;318
21382;3000;21700;1986W134;340
21383;3000;21700;1986W135;304
21384;3000;21700;1986W136;292
21385;3000;21700;1986W137;354
21386;3000;21700;1986W138;364
21387;3000;21700;1986W139;369
21388;3000;21700;1986W140;334
21389;3000;21700;1986W141;340
21390;3000;21700;1986W142;333
21391;3000;21700;1986W143;361
21392;3000;21700;1986W144;358
21393;3000;21700;1986W145;369
21394;3000;21700;1986W146;373
21395;3000;21700;1986W147;371
21396;3000;21700;1986W148;378
21397;3000;21700;1986W149;375
21398;3000;21700;1986W150;381
21399;3000;21700;1986W151;392
21400;3000;21700;1986W152;367
21401;3000;21700;1986W153;176
21402;3000;21700;1986JJ00;20517
21403;3000;21700;1987W101;248
21404;3000;21700;1987W102;452
21405;3000;21700;1987W103;514
21406;3000;21700;1987W104;476
21407;3000;21700;1987W105;447
21408;3000;21700;1987W106;475
21409;3000;21700;1987W107;445
21410;3000;21700;1987W108;413
21411;3000;21700;1987W109;388
21412;3000;21700;1987W110;404
21413;3000;21700;1987W111;405
21414;3000;21700;1987W112;412
21415;3000;21700;1987W113;391
21416;3000;21700;1987W114;433
21417;3000;21700;1987W115;393
21418;3000;21700;1987W116;398
21419;3000;21700;1987W117;377
21420;3000;21700;1987W118;376
21421;3000;21700;1987W119;370
21422;3000;21700;1987W120;356
21423;3000;21700;1987W121;377
21424;3000;21700;1987W122;370
21425;3000;21700;1987W123;401
21426;3000;21700;1987W124;384
21427;3000;21700;1987W125;366
21428;3000;21700;1987W126;380
21429;3000;21700;1987W127;387
21430;3000;21700;1987W128;352
21431;3000;21700;1987W129;392
21432;3000;21700;1987W130;323
21433;3000;21700;1987W131;306
21434;3000;21700;1987W132;294
21435;3000;21700;1987W133;351
21436;3000;21700;1987W134;346
21437;3000;21700;1987W135;328
21438;3000;21700;1987W136;325
21439;3000;21700;1987W137;327
21440;3000;21700;1987W138;348
21441;3000;21700;1987W139;356
21442;3000;21700;1987W140;336
21443;3000;21700;1987W141;346
21444;3000;21700;1987W142;393
21445;3000;21700;1987W143;359
21446;3000;21700;1987W144;376
21447;3000;21700;1987W145;350
21448;3000;21700;1987W146;392
21449;3000;21700;1987W147;373
21450;3000;21700;1987W148;385
21451;3000;21700;1987W149;379
21452;3000;21700;1987W150;421
21453;3000;21700;1987W151;445
21454;3000;21700;1987W152;391
21455;3000;21700;1987W153;251
21456;3000;21700;1987JJ00;20083
21457;3000;21700;1988X000;175
21458;3000;21700;1988W101;443
21459;3000;21700;1988W102;427
21460;3000;21700;1988W103;437
21461;3000;21700;1988W104;426
21462;3000;21700;1988W105;424
21463;3000;21700;1988W106;423
21464;3000;21700;1988W107;400
21465;3000;21700;1988W108;401
21466;3000;21700;1988W109;426
21467;3000;21700;1988W110;431
21468;3000;21700;1988W111;412
21469;3000;21700;1988W112;417
21470;3000;21700;1988W113;430
21471;3000;21700;1988W114;417
21472;3000;21700;1988W115;419
21473;3000;21700;1988W116;415
21474;3000;21700;1988W117;382
21475;3000;21700;1988W118;391
21476;3000;21700;1988W119;377
21477;3000;21700;1988W120;395
21478;3000;21700;1988W121;396
21479;3000;21700;1988W122;395
21480;3000;21700;1988W123;349
21481;3000;21700;1988W124;349
21482;3000;21700;1988W125;353
21483;3000;21700;1988W126;392
21484;3000;21700;1988W127;387
21485;3000;21700;1988W128;333
21486;3000;21700;1988W129;363
21487;3000;21700;1988W130;341
21488;3000;21700;1988W131;361
21489;3000;21700;1988W132;395
21490;3000;21700;1988W133;313
21491;3000;21700;1988W134;367
21492;3000;21700;1988W135;347
21493;3000;21700;1988W136;335
21494;3000;21700;1988W137;378
21495;3000;21700;1988W138;349
21496;3000;21700;1988W139;348
21497;3000;21700;1988W140;361
21498;3000;21700;1988W141;397
21499;3000;21700;1988W142;395
21500;3000;21700;1988W143;407
21501;3000;21700;1988W144;433
21502;3000;21700;1988W145;409
21503;3000;21700;1988W146;428
21504;3000;21700;1988W147;405
21505;3000;21700;1988W148;425
21506;3000;21700;1988W149;420
21507;3000;21700;1988W150;412
21508;3000;21700;1988W151;447
21509;3000;21700;1988W152;357
21510;3000;21700;1988JJ00;20615
21511;3000;21700;1989X000;73
21512;3000;21700;1989W101;493
21513;3000;21700;1989W102;430
21514;3000;21700;1989W103;478
21515;3000;21700;1989W104;466
21516;3000;21700;1989W105;465
21517;3000;21700;1989W106;458
21518;3000;21700;1989W107;452
21519;3000;21700;1989W108;435
21520;3000;21700;1989W109;488
21521;3000;21700;1989W110;425
21522;3000;21700;1989W111;401
21523;3000;21700;1989W112;414
21524;3000;21700;1989W113;423
21525;3000;21700;1989W114;382
21526;3000;21700;1989W115;402
21527;3000;21700;1989W116;432
21528;3000;21700;1989W117;410
21529;3000;21700;1989W118;428
21530;3000;21700;1989W119;413
21531;3000;21700;1989W120;402
21532;3000;21700;1989W121;416
21533;3000;21700;1989W122;381
21534;3000;21700;1989W123;393
21535;3000;21700;1989W124;403
21536;3000;21700;1989W125;406
21537;3000;21700;1989W126;343
21538;3000;21700;1989W127;408
21539;3000;21700;1989W128;365
21540;3000;21700;1989W129;342
21541;3000;21700;1989W130;385
21542;3000;21700;1989W131;340
21543;3000;21700;1989W132;355
21544;3000;21700;1989W133;354
21545;3000;21700;1989W134;371
21546;3000;21700;1989W135;346
21547;3000;21700;1989W136;350
21548;3000;21700;1989W137;412
21549;3000;21700;1989W138;376
21550;3000;21700;1989W139;370
21551;3000;21700;1989W140;381
21552;3000;21700;1989W141;406
21553;3000;21700;1989W142;402
21554;3000;21700;1989W143;423
21555;3000;21700;1989W144;390
21556;3000;21700;1989W145;401
21557;3000;21700;1989W146;405
21558;3000;21700;1989W147;444
21559;3000;21700;1989W148;447
21560;3000;21700;1989W149;508
21561;3000;21700;1989W150;555
21562;3000;21700;1989W151;605
21563;3000;21700;1989W152;543
21564;3000;21700;1989JJ00;21796
21565;3000;21700;1990W101;660
21566;3000;21700;1990W102;674
21567;3000;21700;1990W103;535
21568;3000;21700;1990W104;529
21569;3000;21700;1990W105;485
21570;3000;21700;1990W106;438
21571;3000;21700;1990W107;410
21572;3000;21700;1990W108;407
21573;3000;21700;1990W109;472
21574;3000;21700;1990W110;411
21575;3000;21700;1990W111;411
21576;3000;21700;1990W112;396
21577;3000;21700;1990W113;408
21578;3000;21700;1990W114;397
21579;3000;21700;1990W115;415
21580;3000;21700;1990W116;415
21581;3000;21700;1990W117;431
21582;3000;21700;1990W118;451
21583;3000;21700;1990W119;402
21584;3000;21700;1990W120;338
21585;3000;21700;1990W121;384
21586;3000;21700;1990W122;433
21587;3000;21700;1990W123;406
21588;3000;21700;1990W124;394
21589;3000;21700;1990W125;352
21590;3000;21700;1990W126;401
21591;3000;21700;1990W127;344
21592;3000;21700;1990W128;377
21593;3000;21700;1990W129;404
21594;3000;21700;1990W130;354
21595;3000;21700;1990W131;432
21596;3000;21700;1990W132;361
21597;3000;21700;1990W133;359
21598;3000;21700;1990W134;334
21599;3000;21700;1990W135;338
21600;3000;21700;1990W136;394
21601;3000;21700;1990W137;347
21602;3000;21700;1990W138;349
21603;3000;21700;1990W139;360
21604;3000;21700;1990W140;408
21605;3000;21700;1990W141;419
21606;3000;21700;1990W142;377
21607;3000;21700;1990W143;413
21608;3000;21700;1990W144;397
21609;3000;21700;1990W145;407
21610;3000;21700;1990W146;380
21611;3000;21700;1990W147;388
21612;3000;21700;1990W148;408
21613;3000;21700;1990W149;427
21614;3000;21700;1990W150;396
21615;3000;21700;1990W151;461
21616;3000;21700;1990W152;450
21617;3000;21700;1990W153;55
21618;3000;21700;1990JJ00;21594
21619;3000;21700;1991W101;397
21620;3000;21700;1991W102;465
21621;3000;21700;1991W103;484
21622;3000;21700;1991W104;471
21623;3000;21700;1991W105;464
21624;3000;21700;1991W106;503
21625;3000;21700;1991W107;497
21626;3000;21700;1991W108;473
21627;3000;21700;1991W109;479
21628;3000;21700;1991W110;500
21629;3000;21700;1991W111;420
21630;3000;21700;1991W112;435
21631;3000;21700;1991W113;424
21632;3000;21700;1991W114;427
21633;3000;21700;1991W115;450
21634;3000;21700;1991W116;447
21635;3000;21700;1991W117;409
21636;3000;21700;1991W118;424
21637;3000;21700;1991W119;411
21638;3000;21700;1991W120;385
21639;3000;21700;1991W121;392
21640;3000;21700;1991W122;401
21641;3000;21700;1991W123;375
21642;3000;21700;1991W124;374
21643;3000;21700;1991W125;397
21644;3000;21700;1991W126;379
21645;3000;21700;1991W127;416
21646;3000;21700;1991W128;444
21647;3000;21700;1991W129;369
21648;3000;21700;1991W130;380
21649;3000;21700;1991W131;401
21650;3000;21700;1991W132;385
21651;3000;21700;1991W133;377
21652;3000;21700;1991W134;332
21653;3000;21700;1991W135;337
21654;3000;21700;1991W136;381
21655;3000;21700;1991W137;359
21656;3000;21700;1991W138;366
21657;3000;21700;1991W139;383
21658;3000;21700;1991W140;377
21659;3000;21700;1991W141;385
21660;3000;21700;1991W142;423
21661;3000;21700;1991W143;421
21662;3000;21700;1991W144;422
21663;3000;21700;1991W145;411
21664;3000;21700;1991W146;435
21665;3000;21700;1991W147;412
21666;3000;21700;1991W148;401
21667;3000;21700;1991W149;406
21668;3000;21700;1991W150;430
21669;3000;21700;1991W151;432
21670;3000;21700;1991W152;506
21671;3000;21700;1991W153;144
21672;3000;21700;1991JJ00;21818
21673;3000;21700;1992W101;375
21674;3000;21700;1992W102;519
21675;3000;21700;1992W103;498
21676;3000;21700;1992W104;490
21677;3000;21700;1992W105;463
21678;3000;21700;1992W106;465
21679;3000;21700;1992W107;475
21680;3000;21700;1992W108;468
21681;3000;21700;1992W109;467
21682;3000;21700;1992W110;411
21683;3000;21700;1992W111;420
21684;3000;21700;1992W112;421
21685;3000;21700;1992W113;423
21686;3000;21700;1992W114;424
21687;3000;21700;1992W115;414
21688;3000;21700;1992W116;401
21689;3000;21700;1992W117;440
21690;3000;21700;1992W118;434
21691;3000;21700;1992W119;387
21692;3000;21700;1992W120;395
21693;3000;21700;1992W121;431
21694;3000;21700;1992W122;425
21695;3000;21700;1992W123;443
21696;3000;21700;1992W124;413
21697;3000;21700;1992W125;371
21698;3000;21700;1992W126;372
21699;3000;21700;1992W127;437
21700;3000;21700;1992W128;358
21701;3000;21700;1992W129;379
21702;3000;21700;1992W130;429
21703;3000;21700;1992W131;383
21704;3000;21700;1992W132;401
21705;3000;21700;1992W133;362
21706;3000;21700;1992W134;370
21707;3000;21700;1992W135;350
21708;3000;21700;1992W136;354
21709;3000;21700;1992W137;365
21710;3000;21700;1992W138;353
21711;3000;21700;1992W139;397
21712;3000;21700;1992W140;407
21713;3000;21700;1992W141;426
21714;3000;21700;1992W142;410
21715;3000;21700;1992W143;384
21716;3000;21700;1992W144;431
21717;3000;21700;1992W145;406
21718;3000;21700;1992W146;379
21719;3000;21700;1992W147;410
21720;3000;21700;1992W148;393
21721;3000;21700;1992W149;414
21722;3000;21700;1992W150;392
21723;3000;21700;1992W151;430
21724;3000;21700;1992W152;414
21725;3000;21700;1992W153;258
21726;3000;21700;1992JJ00;21737
21727;3000;21700;1993X000;229
21728;3000;21700;1993W101;576
21729;3000;21700;1993W102;514
21730;3000;21700;1993W103;497
21731;3000;21700;1993W104;476
21732;3000;21700;1993W105;469
21733;3000;21700;1993W106;495
21734;3000;21700;1993W107;543
21735;3000;21700;1993W108;504
21736;3000;21700;1993W109;515
21737;3000;21700;1993W110;590
21738;3000;21700;1993W111;546
21739;3000;21700;1993W112;485
21740;3000;21700;1993W113;516
21741;3000;21700;1993W114;495
21742;3000;21700;1993W115;519
21743;3000;21700;1993W116;443
21744;3000;21700;1993W117;461
21745;3000;21700;1993W118;387
21746;3000;21700;1993W119;444
21747;3000;21700;1993W120;413
21748;3000;21700;1993W121;378
21749;3000;21700;1993W122;401
21750;3000;21700;1993W123;464
21751;3000;21700;1993W124;401
21752;3000;21700;1993W125;389
21753;3000;21700;1993W126;408
21754;3000;21700;1993W127;381
21755;3000;21700;1993W128;344
21756;3000;21700;1993W129;376
21757;3000;21700;1993W130;391
21758;3000;21700;1993W131;348
21759;3000;21700;1993W132;374
21760;3000;21700;1993W133;347
21761;3000;21700;1993W134;361
21762;3000;21700;1993W135;356
21763;3000;21700;1993W136;369
21764;3000;21700;1993W137;406
21765;3000;21700;1993W138;406
21766;3000;21700;1993W139;370
21767;3000;21700;1993W140;380
21768;3000;21700;1993W141;399
21769;3000;21700;1993W142;412
21770;3000;21700;1993W143;416
21771;3000;21700;1993W144;410
21772;3000;21700;1993W145;408
21773;3000;21700;1993W146;483
21774;3000;21700;1993W147;502
21775;3000;21700;1993W148;649
21776;3000;21700;1993W149;640
21777;3000;21700;1993W150;619
21778;3000;21700;1993W151;540
21779;3000;21700;1993W152;366
21780;3000;21700;1993JJ00;23611
21781;3000;21700;1994X000;159
21782;3000;21700;1994W101;546
21783;3000;21700;1994W102;508
21784;3000;21700;1994W103;466
21785;3000;21700;1994W104;440
21786;3000;21700;1994W105;468
21787;3000;21700;1994W106;480
21788;3000;21700;1994W107;463
21789;3000;21700;1994W108;465
21790;3000;21700;1994W109;503
21791;3000;21700;1994W110;452
21792;3000;21700;1994W111;448
21793;3000;21700;1994W112;396
21794;3000;21700;1994W113;440
21795;3000;21700;1994W114;433
21796;3000;21700;1994W115;415
21797;3000;21700;1994W116;476
21798;3000;21700;1994W117;425
21799;3000;21700;1994W118;426
21800;3000;21700;1994W119;425
21801;3000;21700;1994W120;410
21802;3000;21700;1994W121;402
21803;3000;21700;1994W122;464
21804;3000;21700;1994W123;399
21805;3000;21700;1994W124;393
21806;3000;21700;1994W125;449
21807;3000;21700;1994W126;448
21808;3000;21700;1994W127;455
21809;3000;21700;1994W128;466
21810;3000;21700;1994W129;448
21811;3000;21700;1994W130;531
21812;3000;21700;1994W131;446
21813;3000;21700;1994W132;396
21814;3000;21700;1994W133;390
21815;3000;21700;1994W134;382
21816;3000;21700;1994W135;392
21817;3000;21700;1994W136;358
21818;3000;21700;1994W137;395
21819;3000;21700;1994W138;408
21820;3000;21700;1994W139;396
21821;3000;21700;1994W140;395
21822;3000;21700;1994W141;415
21823;3000;21700;1994W142;437
21824;3000;21700;1994W143;418
21825;3000;21700;1994W144;431
21826;3000;21700;1994W145;338
21827;3000;21700;1994W146;394
21828;3000;21700;1994W147;406
21829;3000;21700;1994W148;384
21830;3000;21700;1994W149;425
21831;3000;21700;1994W150;432
21832;3000;21700;1994W151;424
21833;3000;21700;1994W152;390
21834;3000;21700;1994JJ00;22551
21835;3000;21700;1995X000;87
21836;3000;21700;1995W101;496
21837;3000;21700;1995W102;518
21838;3000;21700;1995W103;457
21839;3000;21700;1995W104;489
21840;3000;21700;1995W105;486
21841;3000;21700;1995W106;448
21842;3000;21700;1995W107;436
21843;3000;21700;1995W108;438
21844;3000;21700;1995W109;428
21845;3000;21700;1995W110;484
21846;3000;21700;1995W111;494
21847;3000;21700;1995W112;488
21848;3000;21700;1995W113;471
21849;3000;21700;1995W114;507
21850;3000;21700;1995W115;479
21851;3000;21700;1995W116;461
21852;3000;21700;1995W117;470
21853;3000;21700;1995W118;457
21854;3000;21700;1995W119;418
21855;3000;21700;1995W120;425
21856;3000;21700;1995W121;415
21857;3000;21700;1995W122;398
21858;3000;21700;1995W123;384
21859;3000;21700;1995W124;420
21860;3000;21700;1995W125;453
21861;3000;21700;1995W126;466
21862;3000;21700;1995W127;385
21863;3000;21700;1995W128;475
21864;3000;21700;1995W129;384
21865;3000;21700;1995W130;400
21866;3000;21700;1995W131;478
21867;3000;21700;1995W132;390
21868;3000;21700;1995W133;373
21869;3000;21700;1995W134;388
21870;3000;21700;1995W135;377
21871;3000;21700;1995W136;373
21872;3000;21700;1995W137;363
21873;3000;21700;1995W138;379
21874;3000;21700;1995W139;401
21875;3000;21700;1995W140;427
21876;3000;21700;1995W141;457
21877;3000;21700;1995W142;379
21878;3000;21700;1995W143;388
21879;3000;21700;1995W144;395
21880;3000;21700;1995W145;438
21881;3000;21700;1995W146;443
21882;3000;21700;1995W147;452
21883;3000;21700;1995W148;449
21884;3000;21700;1995W149;503
21885;3000;21700;1995W150;520
21886;3000;21700;1995W151;581
21887;3000;21700;1995W152;627
21888;3000;21700;1995JJ00;23198
21889;3000;21700;1996W101;651
21890;3000;21700;1996W102;600
21891;3000;21700;1996W103;539
21892;3000;21700;1996W104;515
21893;3000;21700;1996W105;529
21894;3000;21700;1996W106;565
21895;3000;21700;1996W107;573
21896;3000;21700;1996W108;572
21897;3000;21700;1996W109;579
21898;3000;21700;1996W110;484
21899;3000;21700;1996W111;507
21900;3000;21700;1996W112;470
21901;3000;21700;1996W113;466
21902;3000;21700;1996W114;502
21903;3000;21700;1996W115;484
21904;3000;21700;1996W116;487
21905;3000;21700;1996W117;480
21906;3000;21700;1996W118;435
21907;3000;21700;1996W119;439
21908;3000;21700;1996W120;448
21909;3000;21700;1996W121;414
21910;3000;21700;1996W122;423
21911;3000;21700;1996W123;508
21912;3000;21700;1996W124;458
21913;3000;21700;1996W125;390
21914;3000;21700;1996W126;394
21915;3000;21700;1996W127;399
21916;3000;21700;1996W128;414
21917;3000;21700;1996W129;363
21918;3000;21700;1996W130;402
21919;3000;21700;1996W131;371
21920;3000;21700;1996W132;388
21921;3000;21700;1996W133;362
21922;3000;21700;1996W134;357
21923;3000;21700;1996W135;347
21924;3000;21700;1996W136;345
21925;3000;21700;1996W137;333
21926;3000;21700;1996W138;424
21927;3000;21700;1996W139;466
21928;3000;21700;1996W140;407
21929;3000;21700;1996W141;360
21930;3000;21700;1996W142;362
21931;3000;21700;1996W143;416
21932;3000;21700;1996W144;406
21933;3000;21700;1996W145;408
21934;3000;21700;1996W146;412
21935;3000;21700;1996W147;413
21936;3000;21700;1996W148;442
21937;3000;21700;1996W149;425
21938;3000;21700;1996W150;457
21939;3000;21700;1996W151;450
21940;3000;21700;1996W152;519
21941;3000;21700;1996W153;147
21942;3000;21700;1996JJ00;23507
21943;3000;21700;1997W101;460
21944;3000;21700;1997W102;581
21945;3000;21700;1997W103;632
21946;3000;21700;1997W104;591
21947;3000;21700;1997W105;550
21948;3000;21700;1997W106;612
21949;3000;21700;1997W107;605
21950;3000;21700;1997W108;516
21951;3000;21700;1997W109;487
21952;3000;21700;1997W110;485
21953;3000;21700;1997W111;434
21954;3000;21700;1997W112;410
21955;3000;21700;1997W113;411
21956;3000;21700;1997W114;436
21957;3000;21700;1997W115;410
21958;3000;21700;1997W116;404
21959;3000;21700;1997W117;462
21960;3000;21700;1997W118;440
21961;3000;21700;1997W119;397
21962;3000;21700;1997W120;443
21963;3000;21700;1997W121;421
21964;3000;21700;1997W122;411
21965;3000;21700;1997W123;448
21966;3000;21700;1997W124;441
21967;3000;21700;1997W125;382
21968;3000;21700;1997W126;395
21969;3000;21700;1997W127;407
21970;3000;21700;1997W128;377
21971;3000;21700;1997W129;397
21972;3000;21700;1997W130;370
21973;3000;21700;1997W131;339
21974;3000;21700;1997W132;377
21975;3000;21700;1997W133;477
21976;3000;21700;1997W134;475
21977;3000;21700;1997W135;457
21978;3000;21700;1997W136;378
21979;3000;21700;1997W137;400
21980;3000;21700;1997W138;375
21981;3000;21700;1997W139;381
21982;3000;21700;1997W140;382
21983;3000;21700;1997W141;443
21984;3000;21700;1997W142;400
21985;3000;21700;1997W143;428
21986;3000;21700;1997W144;415
21987;3000;21700;1997W145;408
21988;3000;21700;1997W146;422
21989;3000;21700;1997W147;386
21990;3000;21700;1997W148;429
21991;3000;21700;1997W149;390
21992;3000;21700;1997W150;483
21993;3000;21700;1997W151;462
21994;3000;21700;1997W152;430
21995;3000;21700;1997W153;172
21996;3000;21700;1997JJ00;23124
21997;3000;21700;1998W101;293
21998;3000;21700;1998W102;503
21999;3000;21700;1998W103;443
22000;3000;21700;1998W104;459
22001;3000;21700;1998W105;498
22002;3000;21700;1998W106;458
22003;3000;21700;1998W107;479
22004;3000;21700;1998W108;511
22005;3000;21700;1998W109;463
22006;3000;21700;1998W110;516
22007;3000;21700;1998W111;493
22008;3000;21700;1998W112;556
22009;3000;21700;1998W113;559
22010;3000;21700;1998W114;552
22011;3000;21700;1998W115;520
22012;3000;21700;1998W116;482
22013;3000;21700;1998W117;534
22014;3000;21700;1998W118;459
22015;3000;21700;1998W119;462
22016;3000;21700;1998W120;491
22017;3000;21700;1998W121;459
22018;3000;21700;1998W122;414
22019;3000;21700;1998W123;428
22020;3000;21700;1998W124;384
22021;3000;21700;1998W125;398
22022;3000;21700;1998W126;403
22023;3000;21700;1998W127;399
22024;3000;21700;1998W128;413
22025;3000;21700;1998W129;408
22026;3000;21700;1998W130;438
22027;3000;21700;1998W131;365
22028;3000;21700;1998W132;402
22029;3000;21700;1998W133;437
22030;3000;21700;1998W134;363
22031;3000;21700;1998W135;383
22032;3000;21700;1998W136;404
22033;3000;21700;1998W137;394
22034;3000;21700;1998W138;379
22035;3000;21700;1998W139;415
22036;3000;21700;1998W140;365
22037;3000;21700;1998W141;425
22038;3000;21700;1998W142;431
22039;3000;21700;1998W143;423
22040;3000;21700;1998W144;389
22041;3000;21700;1998W145;439
22042;3000;21700;1998W146;454
22043;3000;21700;1998W147;449
22044;3000;21700;1998W148;427
22045;3000;21700;1998W149;473
22046;3000;21700;1998W150;516
22047;3000;21700;1998W151;498
22048;3000;21700;1998W152;540
22049;3000;21700;1998W153;276
22050;3000;21700;1998JJ00;23522
22051;3000;21700;1999X000;247
22052;3000;21700;1999W101;582
22053;3000;21700;1999W102;566
22054;3000;21700;1999W103;550
22055;3000;21700;1999W104;512
22056;3000;21700;1999W105;554
22057;3000;21700;1999W106;553
22058;3000;21700;1999W107;584
22059;3000;21700;1999W108;595
22060;3000;21700;1999W109;659
22061;3000;21700;1999W110;558
22062;3000;21700;1999W111;530
22063;3000;21700;1999W112;487
22064;3000;21700;1999W113;480
22065;3000;21700;1999W114;485
22066;3000;21700;1999W115;421
22067;3000;21700;1999W116;443
22068;3000;21700;1999W117;456
22069;3000;21700;1999W118;447
22070;3000;21700;1999W119;414
22071;3000;21700;1999W120;439
22072;3000;21700;1999W121;441
22073;3000;21700;1999W122;398
22074;3000;21700;1999W123;415
22075;3000;21700;1999W124;406
22076;3000;21700;1999W125;396
22077;3000;21700;1999W126;410
22078;3000;21700;1999W127;441
22079;3000;21700;1999W128;453
22080;3000;21700;1999W129;444
22081;3000;21700;1999W130;395
22082;3000;21700;1999W131;465
22083;3000;21700;1999W132;396
22084;3000;21700;1999W133;325
22085;3000;21700;1999W134;398
22086;3000;21700;1999W135;399
22087;3000;21700;1999W136;423
22088;3000;21700;1999W137;414
22089;3000;21700;1999W138;414
22090;3000;21700;1999W139;380
22091;3000;21700;1999W140;380
22092;3000;21700;1999W141;393
22093;3000;21700;1999W142;436
22094;3000;21700;1999W143;435
22095;3000;21700;1999W144;381
22096;3000;21700;1999W145;393
22097;3000;21700;1999W146;426
22098;3000;21700;1999W147;454
22099;3000;21700;1999W148;395
22100;3000;21700;1999W149;469
22101;3000;21700;1999W150;440
22102;3000;21700;1999W151;518
22103;3000;21700;1999W152;399
22104;3000;21700;1999JJ00;23894
22105;3000;21700;2000X000;186
22106;3000;21700;2000W101;726
22107;3000;21700;2000W102;669
22108;3000;21700;2000W103;665
22109;3000;21700;2000W104;595
22110;3000;21700;2000W105;561
22111;3000;21700;2000W106;537
22112;3000;21700;2000W107;507
22113;3000;21700;2000W108;520
22114;3000;21700;2000W109;510
22115;3000;21700;2000W110;472
22116;3000;21700;2000W111;469
22117;3000;21700;2000W112;446
22118;3000;21700;2000W113;456
22119;3000;21700;2000W114;483
22120;3000;21700;2000W115;520
22121;3000;21700;2000W116;495
22122;3000;21700;2000W117;445
22123;3000;21700;2000W118;434
22124;3000;21700;2000W119;451
22125;3000;21700;2000W120;521
22126;3000;21700;2000W121;410
22127;3000;21700;2000W122;420
22128;3000;21700;2000W123;452
22129;3000;21700;2000W124;418
22130;3000;21700;2000W125;490
22131;3000;21700;2000W126;439
22132;3000;21700;2000W127;408
22133;3000;21700;2000W128;420
22134;3000;21700;2000W129;409
22135;3000;21700;2000W130;397
22136;3000;21700;2000W131;431
22137;3000;21700;2000W132;413
22138;3000;21700;2000W133;422
22139;3000;21700;2000W134;381
22140;3000;21700;2000W135;383
22141;3000;21700;2000W136;406
22142;3000;21700;2000W137;419
22143;3000;21700;2000W138;396
22144;3000;21700;2000W139;407
22145;3000;21700;2000W140;409
22146;3000;21700;2000W141;410
22147;3000;21700;2000W142;415
22148;3000;21700;2000W143;427
22149;3000;21700;2000W144;431
22150;3000;21700;2000W145;440
22151;3000;21700;2000W146;445
22152;3000;21700;2000W147;443
22153;3000;21700;2000W148;433
22154;3000;21700;2000W149;438
22155;3000;21700;2000W150;456
22156;3000;21700;2000W151;485
22157;3000;21700;2000W152;502
22158;3000;21700;2000JJ00;24323
22159;3000;21700;2001W101;552
22160;3000;21700;2001W102;543
22161;3000;21700;2001W103;575
22162;3000;21700;2001W104;523
22163;3000;21700;2001W105;512
22164;3000;21700;2001W106;551
22165;3000;21700;2001W107;500
22166;3000;21700;2001W108;475
22167;3000;21700;2001W109;471
22168;3000;21700;2001W110;513
22169;3000;21700;2001W111;487
22170;3000;21700;2001W112;538
22171;3000;21700;2001W113;507
22172;3000;21700;2001W114;527
22173;3000;21700;2001W115;526
22174;3000;21700;2001W116;465
22175;3000;21700;2001W117;483
22176;3000;21700;2001W118;469
22177;3000;21700;2001W119;501
22178;3000;21700;2001W120;460
22179;3000;21700;2001W121;471
22180;3000;21700;2001W122;471
22181;3000;21700;2001W123;455
22182;3000;21700;2001W124;432
22183;3000;21700;2001W125;453
22184;3000;21700;2001W126;473
22185;3000;21700;2001W127;501
22186;3000;21700;2001W128;425
22187;3000;21700;2001W129;405
22188;3000;21700;2001W130;411
22189;3000;21700;2001W131;426
22190;3000;21700;2001W132;404
22191;3000;21700;2001W133;428
22192;3000;21700;2001W134;411
22193;3000;21700;2001W135;411
22194;3000;21700;2001W136;416
22195;3000;21700;2001W137;397
22196;3000;21700;2001W138;411
22197;3000;21700;2001W139;426
22198;3000;21700;2001W140;472
22199;3000;21700;2001W141;447
22200;3000;21700;2001W142;426
22201;3000;21700;2001W143;463
22202;3000;21700;2001W144;431
22203;3000;21700;2001W145;464
22204;3000;21700;2001W146;462
22205;3000;21700;2001W147;453
22206;3000;21700;2001W148;424
22207;3000;21700;2001W149;473
22208;3000;21700;2001W150;457
22209;3000;21700;2001W151;469
22210;3000;21700;2001W152;556
22211;3000;21700;2001W153;69
22212;3000;21700;2001JJ00;24471
22213;3000;21700;2002W101;478
22214;3000;21700;2002W102;570
22215;3000;21700;2002W103;611
22216;3000;21700;2002W104;584
22217;3000;21700;2002W105;576
22218;3000;21700;2002W106;521
22219;3000;21700;2002W107;520
22220;3000;21700;2002W108;557
22221;3000;21700;2002W109;567
22222;3000;21700;2002W110;543
22223;3000;21700;2002W111;606
22224;3000;21700;2002W112;558
22225;3000;21700;2002W113;552
22226;3000;21700;2002W114;521
22227;3000;21700;2002W115;488
22228;3000;21700;2002W116;493
22229;3000;21700;2002W117;535
22230;3000;21700;2002W118;483
